videogames,videogamesLabel,gameModeLabel
http://www.wikidata.org/entity/Q863643,Total War: Rome II,multiplayer video game
http://www.wikidata.org/entity/Q859700,Reflec Beat,
http://www.wikidata.org/entity/Q868545,The Legend of Zelda: Spirit Tracks,multiplayer video game
http://www.wikidata.org/entity/Q860620,The Legend of Heroes VII,single-player video game
http://www.wikidata.org/entity/Q864188,Frogger: Helmet Chaos,single-player video game
http://www.wikidata.org/entity/Q864389,Nintendogs,single-player video game
http://www.wikidata.org/entity/Q865277,Hong Kong 97,single-player video game
http://www.wikidata.org/entity/Q865719,Angry Birds Seasons,single-player video game
http://www.wikidata.org/entity/Q866349,Dungeon Siege,single-player video game
http://www.wikidata.org/entity/Q866397,Need for Speed: Hot Pursuit 2,single-player video game
http://www.wikidata.org/entity/Q867949,Subterranean Animism,single-player video game
http://www.wikidata.org/entity/Q868260,Colin McRae Rally 04,single-player video game
http://www.wikidata.org/entity/Q869138,Cosmic Wars,single-player video game
http://www.wikidata.org/entity/Q869113,Kid Kool,single-player video game
http://www.wikidata.org/entity/Q862524,Harry Potter and the Half-Blood Prince,multiplayer video game
http://www.wikidata.org/entity/Q860323,Jankenman,
http://www.wikidata.org/entity/Q864370,Baldr Sky,
http://www.wikidata.org/entity/Q866349,Dungeon Siege,cooperative gameplay
http://www.wikidata.org/entity/Q866689,Shuffle! Love Rainbow,
http://www.wikidata.org/entity/Q861879,DJMax Ray,multiplayer video game
http://www.wikidata.org/entity/Q864349,Dungeon Explorer: Warriors of Ancient Arts,multiplayer video game
http://www.wikidata.org/entity/Q865237,Brothers in Arms: Earned in Blood,multiplayer video game
http://www.wikidata.org/entity/Q868523,Command & Conquer,multiplayer video game
http://www.wikidata.org/entity/Q869371,Firefall,multiplayer video game
http://www.wikidata.org/entity/Q869522,Crash Tag Team Racing,multiplayer video game
http://www.wikidata.org/entity/Q869558,Gyromite,multiplayer video game
http://www.wikidata.org/entity/Q869960,Tekken 6,multiplayer video game
http://www.wikidata.org/entity/Q861205,The Legend of Zelda: Skyward Sword,single-player video game
http://www.wikidata.org/entity/Q863643,Total War: Rome II,single-player video game
http://www.wikidata.org/entity/Q864309,BioForge,single-player video game
http://www.wikidata.org/entity/Q867999,Clive Barker's Jericho,single-player video game
http://www.wikidata.org/entity/Q868948,Soul Nomad & the World Eaters,single-player video game
http://www.wikidata.org/entity/Q860047,K-ON! Hōkago Live!!,
http://www.wikidata.org/entity/Q867164,Canabalt,single-player video game
http://www.wikidata.org/entity/Q868545,The Legend of Zelda: Spirit Tracks,single-player video game
http://www.wikidata.org/entity/Q859813,Q859813,single-player video game
http://www.wikidata.org/entity/Q864177,Lemmings,multiplayer video game
http://www.wikidata.org/entity/Q862524,Harry Potter and the Half-Blood Prince,single-player video game
http://www.wikidata.org/entity/Q859958,Warcraft Adventures: Lord of the Clans,single-player video game
http://www.wikidata.org/entity/Q860055,Undefined Fantastic Object,single-player video game
http://www.wikidata.org/entity/Q861203,BloodRayne 2,single-player video game
http://www.wikidata.org/entity/Q861879,DJMax Ray,single-player video game
http://www.wikidata.org/entity/Q864349,Dungeon Explorer: Warriors of Ancient Arts,single-player video game
http://www.wikidata.org/entity/Q865237,Brothers in Arms: Earned in Blood,single-player video game
http://www.wikidata.org/entity/Q865897,Birth of the Empires,single-player video game
http://www.wikidata.org/entity/Q868057,Klonoa: Empire of Dreams,single-player video game
http://www.wikidata.org/entity/Q868523,Command & Conquer,single-player video game
http://www.wikidata.org/entity/Q869522,Crash Tag Team Racing,single-player video game
http://www.wikidata.org/entity/Q869558,Gyromite,single-player video game
http://www.wikidata.org/entity/Q869960,Tekken 6,single-player video game
http://www.wikidata.org/entity/Q867385,FreeCell,single-player video game
http://www.wikidata.org/entity/Q864943,Sid Meier's Colonization,single-player video game
http://www.wikidata.org/entity/Q861222,Chris Sawyer's Locomotion,multiplayer video game
http://www.wikidata.org/entity/Q863036,Let's Go Jungle!: Lost on the Island of Spice,multiplayer video game
http://www.wikidata.org/entity/Q864177,Lemmings,single-player video game
http://www.wikidata.org/entity/Q862542,Star Wars: Republic Commando,multiplayer video game
http://www.wikidata.org/entity/Q867255,TNA Impact!: Cross the Line,multiplayer video game
http://www.wikidata.org/entity/Q861222,Chris Sawyer's Locomotion,single-player video game
http://www.wikidata.org/entity/Q863036,Let's Go Jungle!: Lost on the Island of Spice,single-player video game
http://www.wikidata.org/entity/Q863419,Romancing SaGa 2,single-player video game
http://www.wikidata.org/entity/Q864362,Harukanaru Toki no Naka de 3,single-player video game
http://www.wikidata.org/entity/Q864340,Wonder Boy in Monster Land,single-player video game
http://www.wikidata.org/entity/Q864026,World Cup 98,multiplayer video game
http://www.wikidata.org/entity/Q860030,Sangokushi Koumeiden,single-player video game
http://www.wikidata.org/entity/Q861322,Alundra,single-player video game
http://www.wikidata.org/entity/Q862542,Star Wars: Republic Commando,single-player video game
http://www.wikidata.org/entity/Q863600,Metal Slug Advance,single-player video game
http://www.wikidata.org/entity/Q867255,TNA Impact!: Cross the Line,single-player video game
http://www.wikidata.org/entity/Q868311,Coloball 2002,single-player video game
http://www.wikidata.org/entity/Q858998,Sangokushi Sousouden,single-player video game
http://www.wikidata.org/entity/Q864026,World Cup 98,single-player video game
http://www.wikidata.org/entity/Q867001,Double Spoiler,single-player video game
http://www.wikidata.org/entity/Q869287,Cosmic Soldier,single-player video game
http://www.wikidata.org/entity/Q869511,Crash Bandicoot: The Wrath of Cortex,single-player video game
http://www.wikidata.org/entity/Q865251,Brothers in Arms: D-Day,multiplayer video game
http://www.wikidata.org/entity/Q866162,Ragnarok Odyssey,multiplayer video game
http://www.wikidata.org/entity/Q866904,CT Special Forces 2: Back in the Trenches,multiplayer video game
http://www.wikidata.org/entity/Q869532,Crash of the Titans,multiplayer video game
http://www.wikidata.org/entity/Q866424,Battlefield Heroes,multiplayer video game
http://www.wikidata.org/entity/Q858935,How to Train Your Dragon,multiplayer video game
http://www.wikidata.org/entity/Q369086,GoldenEye 007,single-player video game
http://www.wikidata.org/entity/Q341091,"Achtung, die Kurve!",multiplayer video game
http://www.wikidata.org/entity/Q343120,Act of War: Direct Action,multiplayer video game
http://www.wikidata.org/entity/Q349433,Turok,cooperative gameplay
http://www.wikidata.org/entity/Q349087,Tron: Evolution,multiplayer video game
http://www.wikidata.org/entity/Q369264,Super Bomberman 3,multiplayer video game
http://www.wikidata.org/entity/Q339957,Ace Combat X: Skies of Deception,single-player video game
http://www.wikidata.org/entity/Q373305,Bloody Roar 4,multiplayer video game
http://www.wikidata.org/entity/Q350820,Diggles: The Myth of Fenris,single-player video game
http://www.wikidata.org/entity/Q361644,Starlancer,single-player video game
http://www.wikidata.org/entity/Q372774,Xexyz,single-player video game
http://www.wikidata.org/entity/Q375281,Castlevania: The Adventure ReBirth,single-player video game
http://www.wikidata.org/entity/Q376217,Driver: Parallel Lines,single-player video game
http://www.wikidata.org/entity/Q361644,Starlancer,cooperative gameplay
http://www.wikidata.org/entity/Q374102,Outtrigger,
http://www.wikidata.org/entity/Q368286,Civilization,multiplayer video game
http://www.wikidata.org/entity/Q370549,Resistance: Fall of Man,multiplayer video game
http://www.wikidata.org/entity/Q373945,LostMagic,multiplayer video game
http://www.wikidata.org/entity/Q379169,Carmageddon,multiplayer video game
http://www.wikidata.org/entity/Q339814,Asphalt 5,single-player video game
http://www.wikidata.org/entity/Q351027,Frontier: First Encounters,single-player video game
http://www.wikidata.org/entity/Q351926,Labyrinth: The Computer Game,single-player video game
http://www.wikidata.org/entity/Q367135,Dirge of Cerberus: Final Fantasy VII,single-player video game
http://www.wikidata.org/entity/Q372493,Endless Ocean 2: Adventures of the Deep,single-player video game
http://www.wikidata.org/entity/Q375962,Soldier of Fortune II: Double Helix,single-player video game
http://www.wikidata.org/entity/Q343120,Act of War: Direct Action,single-player video game
http://www.wikidata.org/entity/Q349087,Tron: Evolution,single-player video game
http://www.wikidata.org/entity/Q369264,Super Bomberman 3,single-player video game
http://www.wikidata.org/entity/Q373112,Romance of the Three Kingdoms VII,single-player video game
http://www.wikidata.org/entity/Q373305,Bloody Roar 4,single-player video game
http://www.wikidata.org/entity/Q369685,Bugaboo,single-player video game
http://www.wikidata.org/entity/Q375475,Q375475,single-player video game
http://www.wikidata.org/entity/Q340121,Aim for the Ace!,
http://www.wikidata.org/entity/Q343033,ActRaiser,single-player video game
http://www.wikidata.org/entity/Q368286,Civilization,single-player video game
http://www.wikidata.org/entity/Q370549,Resistance: Fall of Man,single-player video game
http://www.wikidata.org/entity/Q373945,LostMagic,single-player video game
http://www.wikidata.org/entity/Q374320,Disney's Action Game Featuring Hercules,single-player video game
http://www.wikidata.org/entity/Q375672,X-Squad,single-player video game
http://www.wikidata.org/entity/Q379017,Castle of Illusion Starring Mickey Mouse,single-player video game
http://www.wikidata.org/entity/Q379169,Carmageddon,single-player video game
http://www.wikidata.org/entity/Q379904,Colossal Cave Adventure,single-player video game
http://www.wikidata.org/entity/Q340141,Ace of Aces,single-player video game
http://www.wikidata.org/entity/Q377259,Super Dimension Fortress Macross,single-player video game
http://www.wikidata.org/entity/Q372385,The Lord of the Rings: The Third Age,multiplayer video game
http://www.wikidata.org/entity/Q344361,Tennis,single-player video game
http://www.wikidata.org/entity/Q370549,Resistance: Fall of Man,cooperative gameplay
http://www.wikidata.org/entity/Q372412,Sid Meier's Alpha Centauri,multiplayer video game
http://www.wikidata.org/entity/Q379128,Plants vs. Zombies,multiplayer video game
http://www.wikidata.org/entity/Q379981,Adventureland,single-player video game
http://www.wikidata.org/entity/Q361931,Noctis,single-player video game
http://www.wikidata.org/entity/Q379915,Adventure,single-player video game
http://www.wikidata.org/entity/Q349327,The Adventures of Tom Sawyer,multiplayer video game
http://www.wikidata.org/entity/Q357431,Dominions II: The Ascension Wars,multiplayer video game
http://www.wikidata.org/entity/Q363811,Istaria: Chronicles of the Gifted,multiplayer video game
http://www.wikidata.org/entity/Q364146,Söldner: Secret Wars,multiplayer video game
http://www.wikidata.org/entity/Q372385,The Lord of the Rings: The Third Age,single-player video game
http://www.wikidata.org/entity/Q379045,Shatter,single-player video game
http://www.wikidata.org/entity/Q349375,Fortnite,single-player video game
http://www.wikidata.org/entity/Q372412,Sid Meier's Alpha Centauri,single-player video game
http://www.wikidata.org/entity/Q379128,Plants vs. Zombies,single-player video game
http://www.wikidata.org/entity/Q372385,The Lord of the Rings: The Third Age,cooperative gameplay
http://www.wikidata.org/entity/Q379928,Adventure Construction Set,multiplayer video game
http://www.wikidata.org/entity/Q349375,Fortnite,cooperative gameplay
http://www.wikidata.org/entity/Q349327,The Adventures of Tom Sawyer,single-player video game
http://www.wikidata.org/entity/Q357431,Dominions II: The Ascension Wars,single-player video game
http://www.wikidata.org/entity/Q374299,BC Racers,single-player video game
http://www.wikidata.org/entity/Q376785,F-1 Hero MD,single-player video game
http://www.wikidata.org/entity/Q379807,Advent Rising,single-player video game
http://www.wikidata.org/entity/Q374820,Darius,multiplayer video game
http://www.wikidata.org/entity/Q349413,Homefront,multiplayer video game
http://www.wikidata.org/entity/Q370055,The Legend of Zelda: A Link to the Past,single-player video game
http://www.wikidata.org/entity/Q376672,Runaway 2: The Dream of the Turtle,single-player video game
http://www.wikidata.org/entity/Q379928,Adventure Construction Set,single-player video game
http://www.wikidata.org/entity/Q368074,The Conduit,multiplayer video game
http://www.wikidata.org/entity/Q371342,NukeZone,multiplayer video game
http://www.wikidata.org/entity/Q378544,Football Glory,multiplayer video game
http://www.wikidata.org/entity/Q378664,Trials Evolution,multiplayer video game
http://www.wikidata.org/entity/Q380578,Asheron's Call,multiplayer video game
http://www.wikidata.org/entity/Q374820,Darius,single-player video game
http://www.wikidata.org/entity/Q349413,Homefront,single-player video game
http://www.wikidata.org/entity/Q374820,Darius,cooperative gameplay
http://www.wikidata.org/entity/Q349433,Turok,multiplayer video game
http://www.wikidata.org/entity/Q368074,The Conduit,single-player video game
http://www.wikidata.org/entity/Q372083,Polita me la suda,multiplayer video game
http://www.wikidata.org/entity/Q369086,GoldenEye 007,multiplayer video game
http://www.wikidata.org/entity/Q339571,X-Men 2: Clone Wars,multiplayer video game
http://www.wikidata.org/entity/Q339957,Ace Combat X: Skies of Deception,multiplayer video game
http://www.wikidata.org/entity/Q361644,Starlancer,multiplayer video game
